No,SN Tyre,Reg Unit,Tanggal Pengecekan,PIC,Suhu luar ruangan,Suhu Tyre,Aktual (PSI),Remedy PSI,Kondisi,Remark
2271,ABA 221003,310,5/18/2023 8:22,SEPTIAN (MEK.MAGANG),29,32,70,,,
2272,ABA 210905 MG,309,5/18/2023 13:45,SEPTIAN (MEK.MAGANG),29,33,60,5,,
2273,ABA 220613,309,5/18/2023 13:45,SEPTIAN (MEK.MAGANG),29,33,60,5,,
2274,ABA 220612 MG,309,5/18/2023 13:45,SEPTIAN (MEK.MAGANG),29,32,60,5,,
2275,ABA 220611 MG,309,5/18/2023 13:45,SEPTIAN (MEK.MAGANG),29,32,60,5,,
2276,ABA 220614,309,5/18/2023 13:45,SEPTIAN (MEK.MAGANG),29,33,60,5,,
2277,ABA 220618,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,40,105,,,
2278,ABA 20901,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,42,105,,,
2279,ABA 221109,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,36,120,,,
2280,ABA 221113,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,38,120,,,
2281,ABA 230316,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,44,130,,,
2282,ABA 230315,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,38,125,,,
2283,ABA 221144,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,36,135,,,
2284,ABA 221142,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,37,135,,,
2285,ABA 221116,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,43,125,,,
2286,ABA 221131,ABA692,5/19/2023 13:46,AULEO F.P (MEK.MAGANG),32,37,130,5,,
2287,ABA 230215,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,25,100,,,
2288,ABA 230216,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,25,100,,,
2289,ABA 220730,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,26,115,5,,
2290,ABA 221138,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,25,120,15,,
2291,ABA 220906,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,25,115,5,,
2292,ABA 221007,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,26,115,5,,
2293,ABA 230305,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,26,120,,,
2294,ABA 230310,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,25,115,5,,
2295,ABA 221122,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,25,130,5,,
2296,ABA 221106,ABA693,5/19/2023 7:35,FEBRIAN ARDI F (MEK.MAGANG),26,26,120,,,
2297,ABA 230206,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,30,95,5,,
2298,ABA 230207,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,30,100,,,
2299,ABA 211020,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,30,135,,,
2300,ABA 211029,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,28,130,5,,
2301,ABA 211030,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,30,130,5,,
2302,ABA 211024,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,29,130,5,,
2303,ABA 211019,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,30,135,,,
2304,ABA 220910,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,28,120,,,
2305,ABA 211028,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,29,130,5,,
2306,ABA 211025,720,5/19/2023 8:57,FANI WIDI P (MEK.MAGANG),26,29,130,5,,
2307,ABA 230208,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,33,100,,,
2308,ABA 230205,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,33,100,,,
2309,ABA 220727,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,30,120,,,
2310,ABA 220720,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,29,115,5,,
2311,ABA 230402,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,31,120,,,
2312,ABA 230405,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,30,115,5,,
2313,ABA 230304,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,30,120,,,
2314,ABA 230403,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,30,120,,,
2315,ABA 221107,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,30,115,5,,
2316,ABA 220624,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,29,100,,,
2317,ABA 220623,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,30,100,,,
2318,ABA 221005 BS,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,28,115,5,,
2319,ABA 221006,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,28,120,,,
2320,ABA 220724,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,28,115,5,,
2321,ABA 220723,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,29,120,,,
2322,ABA 230408,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,27,120,,,
2323,ABA 230409,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,28,120,,,
2324,ABA 220913,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,28,120,,,
2325,ABA 230314,ABA694,5/20/2023 8:45,FEBRIAN ARDI F (MEK.MAGANG),27,30,125,,,
2326,ABA 201201 CMP,406,5/20/2023 9:00,FEBRIAN ARDI F (MEK.MAGANG),28,32,40,,,
2327,ABA 221005,406,5/20/2023 9:00,FEBRIAN ARDI F (MEK.MAGANG),28,35,25,10,,
2328,ABA 230209,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,37,100,,,
2329,ABA 230210,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,38,105,,,
2330,ABA 220907,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,40,125,,,
2331,ABA 230225,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,42,130,,,
2332,ABA 230224,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,38,125,,,
2333,ABA 230309,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,36,125,,,
2334,ABA 230312,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,40,130,,,
2335,ABA 221146,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,41,145,,,
2336,ABA 221134,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,41,140,,,
2337,ABA 221101,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,42,110,,,
2338,ABA 220903,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,44,110,,,
2339,ABA 220609,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,32,130,,,
2340,ABA 221132,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,34,150,,,
2341,ABA 230227,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,42,110,,,
2342,ABA 230226,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,41,130,,,
2343,ABA 230318,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,35,125,,,
2344,ABA 230407,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,48,135,,,
2345,ABA 220905,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,42,135,,,
2346,ABA 221108,ABA696,5/21/2023 8:19,HARIRA TUAHNO,29,41,130,,,
2347,ABA 221103,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,41,105,,,
2348,ABA 220619,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,36,105,,,
2349,ABA 221130,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,39,145,,,
2350,ABA 221128,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,34,145,,,
2351,ABA 221126,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,37,145,,,
2352,ABA 221139,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,37,145,,,
2353,ABA 221001 DT,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,38,125,,,
2354,ABA 230222,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,37,130,,,
2355,ABA 221125,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,40,140,,,
2356,ABA 221123,ABA6104,5/21/2023 8:22,SEPTIAN (MEK.MAGANG),29,40,145,,,
2357,ABA 220902,ABA6103,5/24/2023 9:51,AULEO F.P,28,41,105,5,,
2358,ABA 220615,ABA6103,5/24/2023 9:51,AULEO F.P,28,40,110,,,
2359,ABA 220605,ABA6103,5/24/2023 9:51,AULEO F.P,28,37,130,,,
2360,ABA 220728,ABA6103,5/24/2023 9:51,AULEO F.P,28,45,130,,,
2361,ABA 220726,ABA6103,5/24/2023 9:51,AULEO F.P,28,39,130,,,
2362,ABA 230308,ABA6103,5/24/2023 9:51,AULEO F.P,28,38,125,,,
2363,ABA 230313,ABA6103,5/24/2023 9:51,AULEO F.P,28,46,130,,,
2364,ABA 221137,ABA6103,5/24/2023 9:51,AULEO F.P,28,44,130,,,
2365,ABA 220707,ABA6103,5/24/2023 9:51,AULEO F.P,28,37,130,,,
2366,ABA 221104,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,26,95,5,,
2367,ABA 220904,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,26,95,5,,
2368,ABA 221140,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,26,135,,,
2369,ABA 221135,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,27,130,5,,
2370,ABA 221136,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,26,130,5,,
2371,ABA 230221,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,26,120,,,
2372,ABA 230306,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,27,120,,,
2373,ABA 230410,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,27,115,5,,
2374,ABA 230411,ABA6106,5/24/2023 7:19,SEPTIAN (MEK.MAGANG),26,26,115,5,,
2375,ABA 220620,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,30,100,,,
2376,ABA 220622,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,30,100,,,
2377,ABA 221010,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,29,120,,,
2378,ABA 221008,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,30,125,,,
2379,ABA 220806,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,29,120,,,
2380,ABA 221015,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,29,120,,,
2381,ABA 220607,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,29,115,,,
2382,ABA 221143,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,30,120,,,
2383,ABA 230504,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,29,125,,,
2384,ABA 230502,ABA6102,5/24/2023 7:59,SEPTIAN (MEK.MAGANG),26,28,115,,,
2385,ABA 230202,310,5/25/2023 7:10,OBETH PARABAK,27.1,30,70,0,,
2386,ABA 230201,310,5/25/2023 7:10,OBETH PARABAK,27.1,33,65,0,,
2387,ABA 221004,310,5/25/2023 7:10,OBETH PARABAK,27.1,31,70,0,,
2388,ABA 221002,310,5/25/2023 7:10,OBETH PARABAK,27.1,32,65,0,,
2389,ABA 221001,310,5/25/2023 7:10,OBETH PARABAK,27.1,31,65,0,,
2390,ABA 221003,310,5/25/2023 7:10,OBETH PARABAK,27.1,33,65,0,,
2391,ABA 221116,ABA6100,4/28/2023 10:00,PAD,31.3,36,120,0,,
2392,ABA 220914,ABA6101,4/28/2023 7:11,PAD,35.3,41,110,10,,
2393,ABA 220910,ABA6101,4/28/2023 7:11,PAD,35.3,39,120,0,,
2394,ABA 211027,720,4/28/2023 6:50,PAD,26.8,135,29,0,,
2395,ABA 230317,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,120,0,,
2396,ABA 220914,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,31,115,5,,
2397,ABA 220910,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,32,115,5,,
2398,ABA 230317,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,36,125,0,,
2399,ABA 230306,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,30,115,5,,
2400,ABA 220719,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,43,110,10,,
2401,ABA 220811,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,42,130,0,,
2402,ABA 220721,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,31,105,20,,
2403,ABA 220719,ABA699,5/15/2023 15:19,FANI W. P,35,54,140,,,
2404,ABA 221114,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,43,125,,,
2405,ABA 210906 MG,309,5/18/2023 13:45,SEPTIAN (MEK.MAGANG),29,33,60,5,,
2406,ABA 220721,ABA6100,5/20/2023 8:24,AULEO F.P (MEK.MAGANG),27,33,105,15,,
2407,ABA 221009,ABA697,5/21/2023 8:37,SEPTIAN (MEK.MAGANG),29,36,125,,,
2408,ABA 220704,ABA6101,4/28/2023 7:11,PAD,35.3,40,120,0,,
2409,ABA 220704,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,35,115,5,,
2410,ABA 221111,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,30,115,5,,
2411,ABA 221002 DT,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,38,120,,,
2412,ABA 221114,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,40,130,0,,
2413,ABA 221111,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,31,125,,,
2414,ABA 221002 DT,ABA699,5/15/2023 15:19,FANI W. P,35,40,125,,,
2415,ABA 220703,ABA6101,6/9/2023 8:05,PAD,26.5,33,95,30,,
2416,ABA 220703,ABA6101,6/23/2023 8:26,OBETH PARABAK,29,30,95,25,,
2417,ABA 220914,ABA699,6/25/2023 14:00,OBETH PARABAK,39,32,115,5,,
2418,ABA 221113,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,28,120,0,,
2419,ABA 221113,ABA692,6/5/2023 11:03,OBETH PARABAK,27,25,120,,,
2420,ABA 220809,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,27,115,5,,
2421,ABA 211027,ABA6106,5/30/2023 6:55,FANI W.P (MEKANIK MAGANG),27,38,140,,,
2422,ABA 220609,ABA696,6/5/2023 11:19,OBETH PARABAK,29,27,120,,,
2423,ABA 220609,ABA696,6/11/2023 7:30,JANRI RANTETAMPANG,28,29,120,,,
2424,ABA 220609,ABA696,6/18/2023 7:24,SEPTIAN (MEK.MAGANG),27,27,125,,,
2425,ABA 220609,ABA696,6/25/2023 9:49,OBETH PARABAK,36,35,125,,,
2426,ABA 220704,ABA6106,6/25/2023 10:21,OBETH PARABAK,35,31,120,,,
2427,ABA 221003 DT,ABA695,5/27/2023 9:47,OBETH PARABAK,32,27,120,,,
2428,ABA 221003 DT,ABA695,6/10/2023 6:52,AULEO F.P (mek.magang),26,26,120,,,
2429,ABA 221003 DT,ABA695,6/17/2023 8:05,SEPTIAN (MEK.MAGANG),26,26,115,5,,
2430,ABA 221003 DT,ABA695,6/25/2023 9:38,OBETH PARABAK,37,29,120,,,
2431,ABA 220707,ABA6103,6/25/2023 10:01,OBETH PARABAK,39,39,120,,,
2432,ABA 211104 GT,ABA695,5/27/2023 9:47,OBETH PARABAK,32,31,100,,,
2433,ABA 220307,ABA695,5/27/2023 9:47,OBETH PARABAK,32,29,135,,,
2434,ABA 221127,ABA695,5/27/2023 9:47,OBETH PARABAK,32,28,135,,,
2435,ABA 211104 GT,ABA695,6/10/2023 6:52,AULEO F.P (mek.magang),26,29,100,,,
2436,ABA 220307,ABA695,6/10/2023 6:52,AULEO F.P (mek.magang),26,28,135,,,
2437,ABA 221127,ABA695,6/10/2023 6:52,AULEO F.P (mek.magang),26,27,135,,,
2438,ABA 211104 GT,ABA695,6/17/2023 8:05,SEPTIAN (MEK.MAGANG),26,27,100,,,
2439,ABA 220307,ABA695,6/17/2023 8:05,SEPTIAN (MEK.MAGANG),26,28,130,,,
2440,ABA 221127,ABA695,6/17/2023 8:05,SEPTIAN (MEK.MAGANG),26,26,125,,,
2441,ABA 211104 GT,ABA695,6/25/2023 9:38,OBETH PARABAK,37,32,95,5,,
2442,ABA 220307,ABA695,6/25/2023 9:38,OBETH PARABAK,37,32,135,,,
2443,ABA 221127,ABA695,6/25/2023 9:38,OBETH PARABAK,37,31,125,,,
2444,ABA 221121,ABA6105,6/25/2023 10:32,OBETH PARABAK,33,34,135,,,
2445,ABA 20901,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,30,100,0,,
2446,ABA 20901,ABA692,6/5/2023 11:03,OBETH PARABAK,27,26,100,,,
2447,ABA 220315,ABA6101,6/9/2023 8:05,PAD,26.5,32,100,0,,
2448,ABA 20901,ABA692,6/9/2023 7:22,PAD & Mekanik Magang,26.1,30,100,0,,
2449,ABA 220612 MG,309,6/22/2023 10:55,OBETH PARABAK,31,35,60,,,
2450,ABA 220611 MG,309,6/22/2023 10:55,OBETH PARABAK,31,40,70,,,
2451,aba 210514,309,6/22/2023 10:55,OBETH PARABAK,31,34,60,,,
2452,ABA 210116 EKS,719,6/23/2023 8:58,OBETH PARABAK,28,27,115,,,
2453,ABA 20901,ABA692,6/23/2023 7:57,OBETH PARABAK,28,29,100,,,
2454,ABA 220315,ABA6101,6/23/2023 8:26,OBETH PARABAK,29,28,95,5,,
2455,ABA 210905 MG,309,5/26/2023 7:10,OBETH PARABAK,27.1,30,60,0,,
2456,ABA 220613,309,5/26/2023 7:10,OBETH PARABAK,27.1,29,65,0,,
2457,ABA 220612 MG,309,5/26/2023 7:10,OBETH PARABAK,27.1,30,65,0,,
2458,ABA 220611 MG,309,5/26/2023 7:10,OBETH PARABAK,27.1,32,70,0,,
2459,aba 210514,309,5/26/2023 7:10,OBETH PARABAK,27.1,30,60,0,,
2460,ABA 220614,309,5/26/2023 7:10,OBETH PARABAK,27.1,38,65,0,,
2461,ABA 230208,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,29,95,0,,
2462,ABA 230205,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,34,100,0,,
2463,ABA 220727,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,30,120,0,,
2464,ABA 220720,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,28,120,0,,
2465,ABA 230402,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,31,115,0,,
2466,ABA 230405,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,34,125,0,,
2467,ABA 230304,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,31,125,0,,
2468,ABA 230403,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,28,115,0,,
2469,ABA 221107,ABA6100,5/26/2023 8:30,OBETH PARABAK,28.6,34,120,0,,
2470,ABA 220315,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,35,100,0,,
2471,ABA 220316,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,37,100,0,,
2472,ABA 230404,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,36,120,0,,
2473,ABA 230401,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,34,120,0,,
2474,ABA 220703,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,36,120,0,,
2475,ABA 220702,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,38,120,0,,
2476,ABA 221013,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,36,120,0,,
2477,ABA 221110,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,35,120,0,,
2478,ABA 220811,ABA6101,5/26/2023 13:59,OBETH PARABAK,32.9,35,120,0,,
2479,ABA 230215,ABA693,5/26/2023 7:03,OBETH PARABAK,27,28,100,0,,
2480,ABA 230216,ABA693,5/26/2023 7:03,OBETH PARABAK,27,27,90,10,,
2481,ABA 220730,ABA693,5/26/2023 7:03,OBETH PARABAK,27,28,120,0,,
2482,ABA 221138,ABA693,5/26/2023 7:03,OBETH PARABAK,27,27,135,0,,
2483,ABA 220906,ABA693,5/26/2023 7:03,OBETH PARABAK,27,27,120,0,,
2484,ABA 221007,ABA693,5/26/2023 7:03,OBETH PARABAK,27,30,120,0,,
2485,ABA 230305,ABA693,5/26/2023 7:03,OBETH PARABAK,27,28,120,0,,
2486,ABA 230310,ABA693,5/26/2023 7:03,OBETH PARABAK,27,27,120,0,,
2487,ABA 221122,ABA693,5/26/2023 7:03,OBETH PARABAK,27,26,135,0,,
2488,ABA 221106,ABA693,5/26/2023 7:03,OBETH PARABAK,27,30,120,0,,
2489,ABA 220618,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,31,95,0,,
2490,ABA 221109,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,30,115,0,,
2491,ABA 230316,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,28,120,0,,
2492,ABA 230315,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,31,115,0,,
2493,ABA 221144,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,30,130,0,,
2494,ABA 221142,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,28,125,0,,
2495,ABA 221116,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,28,120,0,,
2496,ABA 221131,ABA692,5/26/2023 7:36,OBETH PARABAK,27.7,32,130,0,,
2497,ABA 230206,720,5/26/2023 14:29,OBETH PARABAK,32.5,35,105,0,,
2498,ABA 230207,720,5/26/2023 14:29,OBETH PARABAK,32.5,36,100,5,,
2499,ABA 211020,720,5/26/2023 14:29,OBETH PARABAK,32.5,36,135,0,,
2500,ABA 211029,720,5/26/2023 14:29,OBETH PARABAK,32.5,31,135,0,,
2501,ABA 211030,720,5/26/2023 14:29,OBETH PARABAK,32.5,31,140,0,,
2502,ABA 211024,720,5/26/2023 14:29,OBETH PARABAK,32.5,35,140,0,,
2503,ABA 211019,720,5/26/2023 14:29,OBETH PARABAK,32.5,36,135,0,,
2504,ABA 220910,720,5/26/2023 14:29,OBETH PARABAK,32.5,31,125,0,,
2505,ABA 211028,720,5/26/2023 14:29,OBETH PARABAK,32.5,31,135,0,,
2506,ABA 211025,720,5/26/2023 14:29,OBETH PARABAK,32.5,35,140,0,,
2507,ABA 221103,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,30,100,,,
2508,ABA 220619,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,32,100,,,
2509,ABA 221130,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,30,135,,,
2510,ABA 221128,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,30,130,5,,
2511,ABA 221126,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,28,135,,,
2512,ABA 221139,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,32,135,,,
2513,ABA 221001 DT,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,31,115,5,,
2514,ABA 230222,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,29,115,5,,
2515,ABA 221125,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,28,135,,,
2516,ABA 221123,ABA6104,5/27/2023 8:46,OBETH PARABAK,31,32,135,,,
2517,ABA 221105,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,42,100,,,
2518,ABA 221102,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,34,100,,,
2519,ABA 221117,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,45,130,5,,
2520,ABA 221118,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,34,125,,,
2521,ABA 221121,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,28,130,5,,
2522,ABA 221119,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,32,130,5,,
2523,ABA 221129,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,47,135,,,
2524,ABA 221004 DT,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,34,115,5,,
2525,ABA 221120,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,29,75,60,,
2526,ABA 221149,ABA6105,5/27/2023 8:54,OBETH PARABAK,38,33,130,5,,
2527,ABA 220617,ABA699,5/27/2023 8:09,OBETH PARABAK,28,29,110,,,
2528,ABA 220616,ABA699,5/27/2023 8:09,OBETH PARABAK,28,28,110,,,
2529,ABA 220908,ABA699,5/27/2023 8:09,OBETH PARABAK,28,30,120,,,
2530,ABA 220914,ABA699,5/27/2023 8:09,OBETH PARABAK,28,28,120,,,
2531,ABA 220802,ABA699,5/27/2023 8:09,OBETH PARABAK,28,28,115,5,,
2532,ABA 220801,ABA699,5/27/2023 8:09,OBETH PARABAK,28,29,115,5,,
2533,ABA 230501,ABA699,5/27/2023 8:09,OBETH PARABAK,28,30,120,,,
2534,ABA 230406,ABA699,5/27/2023 8:09,OBETH PARABAK,28,27,120,,,
2535,ABA 221011,ABA699,5/27/2023 8:09,OBETH PARABAK,28,28,115,5,,
2536,ABA 220902,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,29,90,10,,
2537,ABA 220615,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,31,90,10,,
2538,ABA 220605,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,29,120,,,
2539,ABA 220728,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,27,120,,,
2540,ABA 220726,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,31,120,,,
2541,ABA 230308,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,30,115,5,,
2542,ABA 230313,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,28,115,5,,
2543,ABA 221137,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,28,120,,,
2544,ABA 220707,ABA6103,5/27/2023 8:30,OBETH PARABAK,29,31,120,,,
2545,ABA 230209,ABA697,5/27/2023 9:06,OBETH PARABAK,37,32,100,,,
2546,ABA 230210,ABA697,5/27/2023 9:06,OBETH PARABAK,37,32,100,,,
2547,ABA 220907,ABA697,5/27/2023 9:06,OBETH PARABAK,37,28,120,,,
2548,ABA 230225,ABA697,5/27/2023 9:06,OBETH PARABAK,37,27,120,,,
2549,ABA 230224,ABA697,5/27/2023 9:06,OBETH PARABAK,37,29,115,5,,
